#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_47486111660	0	6.18621	6.73578	-0.549571	6.40523	0	0	1	0	1	0	12	6	9.33333	21.0667	11	1	1	1	0	0	1.56071	1.0114	1.0114	1.0114	3.54567	12.619	1.09861	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292398	0.0292398	0	0.175439	0.290538	0.289328	0.0857143	1.31849	4.34627	1.28459	4.12161	100	88	0.881188	0.985375	3.76641	10.5244	0	0	4.4	0	0	0	4.4	16.5722	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0192308	0	0	0	0	0	0	0	0	0	0	0.333333	0	0.333333	0	0	0	0	1	1	2.66818	3.58017	2.95628	2.46559	2.46559	2.46559	2.53364	2.75071	2.59126	6	0.1	0.1	0	0.0916667	0.000416667	0.0916667	0.000416667	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	6	-1.08	-1.08	0	-1.42333	0.0463067	-1.42333	0.0463067	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.41	-1.38667	-1.395	-1.412	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	1	6	6	6	1	0	0	0	0	0	2.5	5.75	0.333333	1	0	0.833333	0.166667	0	0	0	0	0	0	0	1	1	6	6
_47501784312	0	0.693147	1.09861	-0.405465	5.59471	1	1	1	1	0	0	5	1	5	0	5	1	0	0	0	0	0	0	0	0	8.8785	0	8.8785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99396	0	5.84354	0	400	344	0.860349	0.978493	5.99396	0	0	0	4.4	0	0	0	4.4	26.3734	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0.00498753	0	0.00498753	0	0	0	0	0	0.285961	0	0.285961	1	1	2.57809	3.06035	2.3169	2.57809	2.57809	2.57809	2.57809	3.06035	2.3169	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.14	-1.14	0	-1.14	0	-1.14	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.07	-2.38	-2.535	-2.628	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	3	0	0	0	1	0	0	0	0	0	0	1	1	1	1
_47504149776	0	2.07944	1.38629	0.693147	6.02102	1	0	1	1	0	2	10	2	10	0	10	1	2	2	0	0	0	0	0	0	1.09861	0	1.09861	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0.1	0.0225225	0	0	3.45786	0.341699	3.304	0.258569	20	18	0.904762	0.965485	5.18739	0	3.91202	0	4.4	0	0	1	4.4	22.8245	4.4	4.4	0	0.166667	0.864564	0	0	0	0.166667	0.864564	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.75604	2.75604	2.75604	2.66245	2.66245	2.66245	2.66245	2.67094	2.75995	2	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	2	-1.34	-1.34	0	-1.31	0.0018	-1.34	0	-1.28	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.31	-1.87333	-2.155	-2.324	2	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-1.38667	-1.79	-2.032	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	2	1	2	2	0	0	0	0	0	2.5	5.75	0.5	5	0	0	0	0	0.5	0.5	0	0	0	0	1	1	2	2
_47505586809	0	2.89037	4.39445	-1.50408	5.92158	1	0	1	0	1	2	12	6	12	0	12	1	1	1	0	0	0	0	0	0	9.44201	0	9.44201	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253668	0.253668	0	0.2	0.16457	0	0	3.00163	2.25588	2.8699	2.08233	54	48	0.890909	0.967081	5.56762	0.124496	4.50137	1.24924	4.4	0	0	0	4.4	24.4975	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0188679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.36594	2.66707	2.8871	2.28113	2.28113	2.28113	2.33654	2.48258	2.51845	6	0.1	0.1	0	0.114667	0.00405067	0.075	0.00125	0.1345	0.004761	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1345	0.1176	6	-2.1	-2.1	0	-2.03333	0.247947	-2.25	0.045	-1.925	0.3513	0	1	0	0	0	1	0	0	0	1	0	0	-2.14	-2.15333	-2.19	-2.232	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	3	1.5	0	0	0	0	0	2.5	5.75	0.5	3	0	0	0	0.333333	0.666667	0	0	0	0	0	1	1	6	6
_47496779110	0	6.87936	6.78897	0.0903841	7.75491	1	1	1	1	0	1	14	6	14	0	14	1	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109149	0.109149	0	0.375	0.224797	0	0	2.95365	3.80899	2.90188	3.62579	323	290	0.898148	0.986906	6.19644	0	3.37655	1.34658	4.4	0	0	1	4.4	27.2644	4.4	4.4	0	0.166667	1.03274	0	0	0	0.166667	1.03274	1	1	1	0	1	0	0	0	0.0229008	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0.252931	0	0.252931	0	1	1	2.24825	2.39425	2.8926	2.56846	2.56846	2.56846	2.66299	2.68051	2.96871	6	0.1	0.1	0	0.0926667	0.000322667	0.1	0	0.0912	0.0003872	1	0	0	0	1	0	0	0	1	0	0	0	0.078	0.0853333	0.089	0.0912	6	-1.62	-1.62	0	-1.59667	0.0680667	-1.62	0	-1.592	0.08492	0	1	0	0	0	1	0	0	0	1	0	0	-1.45	-1.46	-1.61	-1.588	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.333333	2	0	0	0.5	0.5	0	0	0	0	0	0	1	1	6	6
_47481080899	0	4.86753	1.09861	3.76892	6.80904	0	0	1	1	0	0	2	6	0	0	0	2	1	0	1	0	1.79176	1.79176	1.79176	1.79176	5.8465	7.44042	9.13389	0.666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209606	0.209606	0	0.142857	0.234135	0.224438	0	3.97976	0.19739	3.79012	0.245111	69	66	0.957143	0.961916	3.92522	0.159977	4.11635	0.458435	4.4	0	0	0	4.4	17.271	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.421053	0	0.0283019	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	1	1	2.36993	2.62993	2.66101	2.42513	2.42513	2.42513	2.48974	2.65598	2.80309	6	0.1	0.1	0	0.0666667	0.000666667	0.0625	0.000625	0.075	0.00125	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.0833333	0.075	0.07	6	-1.02	-1.02	0	-1.21667	0.0936667	-1.155	0.0809	-1.34	0.18	0	1	0	0	0	1	0	0	0	1	0	0	-1.03	-1.03333	-1.02	-1.144	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	6	4	6	1.5	0	0	0	0	0	2.5	5.75	0.666667	4	0.333333	0	0	0	0.333333	0.333333	0	0	0	0	1	1	6	6
_47512013031	0	1.09861	0	1.09861	4.99043	1	0	1	0	1	0	7	3	7	0	7	2	0	2	0	0	0	0	0	0	3.85015	2.95823e-31	3.85015	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0652174	0	0	2.00782	4.15945	1.33578	5.35291	0	0	1	0.776569	5.15906	0	4.28185	8.69131	4.4	0	0	1	4.4	22.6998	4.4	4.4	0	0.333333	1.71969	0	0	0	0.333333	1.71969	1	1	1	0	1	0	0	0	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332467	0	0.332467	1	1	2.5	2.5	2.5	2.54164	2.54164	2.54164	2.54164	2.71665	2.59305	3	0.1	0.1	0	0.163333	0.0120333	0.1	0	0.195	0.01805	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.163333	0.1475	0.138	3	-1.96	-1.96	0	-2.06667	0.0121333	-1.96	0	-2.12	0.0072	0	1	0	0	0	1	0	0	0	1	0	0	-2.07	-2.06667	-2.3	-2.44	3	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-1.185	-1.548	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	3	1	2	2	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	1	0	0	0	0	0	1	1	3	3
_47509830730	0	1.79176	1.09861	0.693147	4.61512	1	0	0	0	0	0	8	4	8	0	8	1	1	1	0	0	0	0	0	0	3.09104	0	3.09104	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513514	0.513514	0.5	0.0540541	0.333333	0	0.0526316	3.28774	0.286461	3.26598	0.334924	11	10	0.916667	0.994927	3.28774	0.286461	0	0	4.4	0	0	0	4.4	14.466	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4.40797	4.40797	4.40797	3.02472	3.02472	3.02472	3.02472	3.37575	3.13751	4	0.1	0.1	0	0.0625	0.000625	0.0625	0.000625	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0666667	0.0625	0.07	4	-1.08	-1.08	0	-1.32	0.0256	-1.32	0.0256	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.24	-1.29333	-1.32	-1.656	4	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-1.064	1	3	1	1	1	1	4	1	1	1	0	0	0.666667	4	4	4	1	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	1	0	0	0	0	0	1	1	4	4
_47505115648	0	0.693147	4.72739	-4.03424	5.85793	1	1	1	1	0	1	12	6	12	0	12	1	2	2	0	0	0	0	0	0	4.59512	0	4.59512	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203065	0.203065	0	0	0.0868817	0	0	3.58548	11.2669	3.49245	10.8583	0	0	1	0.979714	0	0	6.0902	2.59428	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.421053	0	0.0519481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.41138	2.41138	2.41138	2.46403	2.65875	2.70571	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.32	-1.32	0	-1.51	0.06236	-1.32	0	-1.548	0.06712	0	1	0	0	0	1	0	0	0	1	0	0	-1.34	-1.44	-1.415	-1.42	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	0	1	1	1	1	0	0.0166003	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.166667	4	0	0	0	0	1	0	0	0	0	0	1	1	6	6
_47509032248	0	1.79176	6.01859	-4.22683	6.72863	1	0	1	0	1	0	11	6	0	0	0	1	1	1	0	0	0.867563	0.867563	0.450561	0.450561	1.23293	1.74817	0.693147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.293519	0.293519	0	0.4	0.13785	0.13785	0	3.58817	0.352963	2.04206	0.246235	10	8	0.818182	0.663022	6.68586	0	3.97102	0.0260878	4.4	0	0	1	4.4	29.4178	4.4	4.4	0	0.166667	1.11431	0	0	0	0.166667	1.11431	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	0	1	1	3.7529	3.7529	3.7529	3.11487	3.11487	3.11487	3.23784	3.23784	3.23784	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.54	-1.54	0	-1.57	0.02508	-1.54	0	-1.576	0.03108	0	1	0	0	0	1	0	0	0	1	0	0	-1.48	-1.61333	-1.59	-1.576	6	-0.62	-0.62	0	-0.586667	0.000266667	-0.62	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.6	-0.593333	-0.59	-0.588	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.5	1	0	0.666667	0	0.166667	0.166667	0	0	0	0	0	0.257789	1	6	6
_47521236563	0	0	1.38629	-1.38629	6.80128	0	0	1	0	1	0	0	6	0	0	0	1	3	0	0	0	1.79176	1.79176	1.56071	1.24245	3.66277	1.61297	3.09104	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.264831	0.264831	0	0.186047	0.144961	0.144961	0.210526	4.11146	1.26279	3.97687	1.29662	21	20	0.954545	0.973669	4.33294	2.00752	3.69939	0.00764021	4.4	0	0	0	4.4	19.0649	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.421053	0	0.0315789	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0.195639	0	0.195639	0	1	1	2.19574	2.19574	2.19574	2.28303	2.28303	2.28303	2.34933	2.6383	2.70657	6	0.1	0.1	0	0.0708333	0.000604167	0.0625	0.000625	0.0875	0.0003125	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0666667	0.06875	0.075	6	-1.3	-1.3	0	-1.38333	0.0880667	-1.485	0.0371667	-1.18	0.2048	0	1	0	0	0	1	0	0	0	1	0	0	-1.34	-1.47333	-1.48	-1.356	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	6	4	6	1.5	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	0.333333	0.666667	0	0	0	0	1	1	6	6
_47520422549	0	0	0	0	5.14749	1	0	1	0	1	0	7	6	6	0	6	1	0	0	0	0	0.450561	0.450561	0.450561	0.450561	2.17448	6.94493	7.55381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328993	0.328993	0	0.15625	0.1145	0	0	3.02895	3.18101	2.62744	3.08172	268	242	0.903346	0.900342	5.59471	0	5.58453	4.37834	4.4	0	0	0	4.4	24.6167	4.4	4.4	0	0.5	2.79736	0	0	0	0.5	2.79736	1	1	1	0.666667	0.25	0	0.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74461	0	0.74461	1	1	2.10401	2.84616	2.58026	2.81553	2.81553	2.81553	2.95784	3.02707	2.97389	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.16	-1.16	0	-1.26333	0.0221467	-1.16	0	-1.284	0.02448	0	1	0	0	0	1	0	0	0	1	0	0	-1.23	-1.32	-1.315	-1.304	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	0.833333	0.166667	0	0	0	0	1	1	6	6
_47515529241	0	0.693147	1.09861	-0.405465	5.72031	1	0	1	0	1	0	7	6	0	0	0	1	0	2	0	0	1.56071	0.450561	0	0.867563	4.34547	6.21902	1.09861	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0.424895	0.424895	0.6	4.39451	5.51229	4.22198	5.3005	0	0	1	0.968017	5.83704	0.174142	5.80212	0	4.4	0	0	1	4.4	25.683	4.4	6.11	0.333333	0.333333	1.94568	0	0	0	0.333333	1.94568	0.5	1	1	0	1	0	0	0	0.0277778	1	0	0	0	0	0	0	0	0	0	0	0	0	0.741495	0	0	0	1	1	2.5	2.5	2.5	2.40841	2.40841	2.40841	2.42166	2.92386	2.47791	6	0.1	0.1	0	0.0666667	0.000666667	0.07	0.00075	0.05	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0666667	0.0625	0.06	6	-1.44	-1.44	0	-1.25667	0.174147	-1.204	0.19688	-1.52	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.46	-1.24667	-1.095	-1.18	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.833333	6	5	5	1	0	0	0	0	0	2.5	5.75	0.166667	5	0	0	0	0	0	1	0	0	0	0	1	1	6	6
_47505012027	0	4.02535	2.77259	1.25276	7.82883	1	1	1	1	0	0	8	1	0	0	0	2	0	0	1	0	0	0	0	0	3.2581	0	3.2581	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7612	0	3.66356	0	42	38	0.906977	0.979493	3.7612	0	0	0	4.4	0	0	0	4.4	16.5493	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.36107	3.15059	2.16054	2.36107	2.36107	2.36107	2.36107	3.15059	2.16054	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.42	-1.42	0	-1.42	0	-1.42	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.21	-2.47333	-2.605	-2.684	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
